|0000|015|0|01012021|31012021|DISTRIBUIDORA CONEXAO LTDA|11215452000118||RN|202509051|2408102|1234567||A|1|
|0001|0|
|0005|CONEXAO DISTRIBUIDORA|59064901|BR 101 KM 01|01||CANDELARIA|84999998888||nfe@nfe.com.br|
|0100|SERGIO MEDEIROS|88855544441|000001||59300000|RUA DA MATRIZ|400|A|CENTRO|8411111111||conexaofiscal@gmail.com|2402006|
|0150|156|INDUSTRIA TAMBAQUI|1058|02423534000192||000461648|2605103||AVENIDA INOCNCIO LIMA|SN||CUSTODIA|
|0150|516|BRAZ FRUIT|1058|00707977000154||207988894|2403251||R PRES TANCREDO NEVES|SN||SANTA TEREZA|
|0150|658|MERCADINHO NOSSA SENHORA DOS IMPOSSIVEIS|1058|01311313000100||207844489|2402006||RUA GENERINA VALE|SN||CENTRO|
|0150|889|MERCADINHO ZONA NORTE|1058|07972329000183||209310136|2402006||R MANOEL DANTAS|SN|SC|PENEDO|
|0150|1051|MERCADINHO MIRAGEM|1058|04443134000161||208625269|2402006||RUI MARIZ|SN||BOA PASSAGEM|
|0150|1065|CIA ENERGIA|1058|08689196000181||205991990|2408102||RUA MERMOZ|SN||BALDO|
|0150|1111|COOPERATIVA CENTRAL|1058|77579395000228||420122112|4115804||R BAHIA|SN|SC|FRIMESA|
|0150|1187|MERCADINHO ROMAO|1058|10709297000136||202472747|2402006||AV CEL MARTINIANO|SN||MAYNARD|
|0150|1512|MERCADINHO SOUZA|1058|08887078000156|||2402006||RUA OLEGARIO VALE|SN||CENTRO|
|0150|2443|COMERCIAL CAMPELO|1058|03237272000200||208283828|2408102||AV CAPITAO MOR GOUVEIA|SN||LAGOA NOVA|
|0150|2637|ZIHEN BRASIL AS|1058|50700707000472||108244427|5214507||ROD 080 GOIANIA NEROPOLIS|SN|SC|Z RURAL|
|0150|4013|MERCADINHO JK|1058|08380403000124||201732370|2408508||JOSE DA PENHA|SN||CENTRO|
|0150|4230|AGROINDUSTRIAL SOVEMA|1058|06164241000109||904599574|4105607||ROD PR 082 KM 317|SN|SC|GLEBA AROEIRA|
|0150|4268|NATURAL ALIMENTOS|1058|17477474000173||003787579|5103254||ROD BR 163 KM 585|SN||IND SUL|
|0150|4317|COOPERATIVA LAR AGROINDUSTRIA|1058|77379293006048||901866850|4115606||ROD BR 277|SN||AGROCAFEEIRA|
|0150|4373|MERCADINHO SERVE BEM|1058|13534745000132|||2405702||RUA JOSE MOISES|||SAO JOAO|
|0150|4412|MERCADINHO ITAU|1058|02422024000171||203150510|2400109||RUA TEOFILO DANTAS|||TARCISIO BEZERRA|
|0150|4441|MERCEARIA BRASIL|1058|35356363000114||203011100|2405702||RUA DR OTAVIO LAMARTINE|||CENTRO|
|0150|4507|MERCADINHO DO CUNHADO|1058|03638486000191||204743472|2400109||R. SEBASTIAO DA VIUVA|SN||CENTRO|
|0150|4508|MERCADINHO GUARAPARY|1058|08089890000184||200594955|2400109||R. CEL.FCO BEZERRA|SN||CENTRO|
|0150|4536|MERCADINHO TANGARA|1058|08580205000144||207974790|2405702||R. JUSTINO DANTAS|SN||CENTRO|
|0150|5068|MERCADINHO MARLY|1058|11317373000150||202145418|2400109||R. SILVINO ADONIAS B.|SN||ARIDI PINHO|
|0150|6632|MERCADINHO JANDAIRENSE|1058|07371913000111||200190916|2406106||SITIO BONITO||SC|ZONA RURAL|
|0150|6718|MERCADINHO MACENA|1058|07878288000158||209140416|2408508||R. JOSE BITICO|SN||CENTRO|
|0150|6750|MERCEARIA SOARES|1058|70508485000108||203527258|2405702||AV. DR. RUI MARIZ|SN|SC|MATADOURO|
|0150|7286|MERCADINHO MORAIS|1058|12721417000108||203379737|2404804||R. T. V SEVERINO|SN||CENTRO|
|0150|7500|MERCADINHO GUEDES|1058|13436164000111||204760674|2402006||R. JOSE PAULO FILGUEIRA|SN||CENTRO|
|0150|32480|PADARIA E MERCEARIA SANTO ANTONIO|1058|22927579000105||202753574|2402006||RUA GENERINA VALE|SN||CENTRO|
|0150|100455|O PONTO MERCADINHO E VARIEDADES|1058|13738587000109||204698963|2403251||RODOVIA BR-304||SC|PARQUE DE EXPOSICOES|
|0150|2022868|MERCADINHO DO POVO|1058|02220202000108||208500057|2408508||RUA MANOEL CORREIA|SN|SC|CENTRO|
