|0000|015|0|01032021|31032021|DISTRIBUIDORA CONEXAO LTDA|11215452000118||RN|202509051|2408102|1234567||A|1|
|0001|0|
|0005|CONEXAO DISTRIBUIDORA|59064901|BR 101 KM 01|01||CANDELARIA|84999998888||nfe@nfe.com.br|
|0100|SERGIO MEDEIROS|88855544441|000001||59300000|RUA DA MATRIZ|400|A|CENTRO|8411111111||conexaofiscal@gmail.com|2402006|
|0150|156|INDUSTRIA TAMBAQUI|1058|02423534000192||000461648|2605103||AVENIDA INOCNCIO LIMA|SN||CUSTODIA|
|0150|207|NOVAS MINAS COMERCIAL|1058|08082720000153|||2408102||R LEONEL LEITE|SN|SC|ALECRIM|
|0150|516|BRAZ FRUIT|1058|00707977000154||207988894|2403251||R PRES TANCREDO NEVES|SN||SANTA TEREZA|
|0150|658|MERCADINHO NOSSA SENHORA DOS IMPOSSIVEIS|1058|01311313000100||207844489|2402006||RUA GENERINA VALE|SN||CENTRO|
|0150|1051|MERCADINHO MIRAGEM|1058|04443134000161||208625269|2402006||RUI MARIZ|SN||BOA PASSAGEM|
|0150|1111|COOPERATIVA CENTRAL|1058|77579395000228||420122112|4115804||R BAHIA|SN|SC|FRIMESA|
|0150|1187|MERCADINHO ROMAO|1058|10709297000136||202472747|2402006||AV. CORONEL MARTINIANO|SN||MAYNARD|
|0150|1499|MERCADINHO PARANAENSE|1058|00505655000190||207385837|2402006||RUA DANIEL DUARTE DINIZ|SN||BARRA NOVA|
|0150|1738|MERCADINHO SAO JORGE|1058|04647476000137||208861680|2402006||RUA RENATO DANTAS|SN||CENTRO|
|0150|3528|DW ALIMENTOS|1058|84140101053556||038168616|2607208||Av. Portuaria S/N|SN|SC|Eng. Massangana|
|0150|3732|LATICIONIOS GOIAS|1058|01519995000133||108005000|5205901||ROD GO. 139|SN|SC|SETOR INDUSTRIAL|
|0150|3821|SAND ALIMENTOS|1058|42820108000105||649010007|3164605||POVOADO TEIXEIRAS|SN||ZONA RURAL|
|0150|4013|MERCADINHO JK|1058|08380403000124||201732370|2408508||JOSE DA PENHA|SN||CENTRO|
|0150|4373|MERCADINHO SERVE BEM|1058|13534745000132|||2405702||RUA JOSE MOISES|||SAO JOAO|
|0150|4412|MERCADINHO ITAU|1058|02422024000171||203150510|2400109||RUA TEOFILO DANTAS|||TARCISIO BEZERRA|
|0150|4441|MERCEARIA BRASIL|1058|35356363000114||203011100|2405702||RUA DR OTAVIO LAMARTINE|||CENTRO|
|0150|4507|MERCADINHO DO CUNHADO|1058|03638486000191||204743472|2400109||R. SEBASTIAO DA VIUVA|SN||CENTRO|
|0150|4508|MERCADINHO GUARAPARY|1058|08089890000184||200594955|2400109||R. CEL.FCO BEZERRA|SN||CENTRO|
|0150|4534|PADARIA SANTO ANTONIO|1058|24541815000104||201107019|2405702||R.MARECHAL CASTELO BRANCO||SC|CENTRO|
|0150|4536|MERCADINHO TANGARA|1058|08580205000144||207974790|2405702||R. JUSTINO DANTAS|SN||CENTRO|
|0150|5068|MERCADINHO MARLY|1058|11317373000150||202145418|2400109||R. SILVINO ADONIAS B.|SN||ARIDI PINHO|
|0150|6632|MERCADINHO JANDAIRENSE|1058|07371913000111||200190916|2406106||SITIO BONITO||SC|ZONA RURAL|
|0150|6718|MERCADINHO MACENA|1058|07878288000158||209140416|2408508||R. JOSE BITICO|SN||CENTRO|
|0150|6750|MERCEARIA SOARES|1058|70508485000108||203527258|2405702||AV. DR. RUI MARIZ|SN|SC|MATADOURO|
|0150|7286|MERCADINHO MORAIS|1058|12721417000108||203379737|2404804||R. T. V SEVERINO|SN||CENTRO|
|0150|7500|MERCADINHO GUEDES|1058|13436164000111||204760674|2402006||R. JOSE PAULO FILGUEIRA|SN||CENTRO|
|0150|32480|PADARIA E MERCEARIA SANTO ANTONIO|1058|22927579000105||202753574|2402006||RUA GENERINA VALE|SN||CENTRO|
|0150|2022868|MERCADINHO DO POVO|1058|02220202000108||208500057|2408508||RUA MANOEL CORREIA|SN|SC|CENTRO|
|0150|2023651|MERCADINHO MENOR PRECO|1058|08086860000100||200594956|2403004||RUA MANOEL M.DE MEDEIROS|SN||SANTO ANTONIO|
|0150|2025327|DISTRIBUIDORA CONEXAO LJ3|1058|11215452000118||202509051|2402006||RUA INACIO GOMES OLIVEIRA|SN|SC|ALTO DA BOA VISTA|
|0150|2025367|PADARIA CONSTANCIA|1058|24040400000130||208244423|2402006||RUA ADALTO DIAS|SN||VILA DO PRINCIPE|
|0150|2025402|MERCADINHO SERTANEJO|1058|11514745000192||206836389|2405702||RUA DR RUI MARIZ||SC|CENTRO|
|0150|2025492|MERCADINHO ANASTACIA|1058|09494044000177||200176711|2411809||R CAPITAO JOSE INACIO|SN|SC|CENTRO|
|0150|2025507|MERCADINHO SAO BERNARDO|1058|10308283000196||202205024|2405603||RUA: SEVERINO GERMANO CAVALCANTY|||CENTRO|
|0150|2025546|MERCADINHO CAVALCANTE|1058|11016460000134||202960690|2405603||R. MANOEL AMBROSIO|SN||CENTRO|
|0150|2025547|MERCADINHO OLIVEIRA|1058|11718387000126||202475748|2411809||RUA BARTOLOMEU VALE|SN||CENTRO|
|0150|2025771|MERCADINHO DO BETO|1058|13238382000120||204231326|2402006||R. VISITADOR FERNANDES|SN||CENTRO|
|0150|2026425|MERCADINHO SANTO ANTONIO|1058|03432624000150||204146417|2408508||AV. JOSE DA PENHA|SN||CENTRO|
|0150|2026440|MERCADINHO QUEIROZ|1058|12727777000175||204242424|2413409||R. MANOEL COSME DA SILVA|SN||ARES BATISTA|
|0150|2026528|SERIDO DIESEL|1058|08380403000146||206289827|2402006||ROD BR 427|SN|SC|WALFREDO GURGEL|
|0150|2026678|MERCADINHO TRES IRMAOS|1058|07176061000113||204787873|2413409||R. OSCAR BATISTA DE FARIAS|SN||CENTRO|
|0150|2026828|MERCADINHO CASTELO BRANCO|1058|02627476000110||208930397|2408904||PRACA ARNALDO BEZERRA|SN||CENTRO|
|0150|2027069|MERCADINHO CUITE|1058|11312623000151||202138319|2412401||R. DALVA CIRNE|SN||CENTRO|
|0150|2027100|MERCADINHO SANTANA|1058|12823738000131||203343437|2412401||R. MANOEL TEODORO|||CENTRO|
|0150|2027493|STA CECILIA PANIFICADORA E MERCADINHO|1058|08984549000174||200276720|2402402||Rua Solon Jose Dantas|SN||Centro|
|0150|2028423|MERCADINHO NOSSA SENHORA DE FATIMA|1058|12028380000182||204680863|2411809||AV CAPITAO JOSE INACIO|SN|SC|CENTRO|
|0150|2028431|MERCADINHO ECONOMICO|1058|05452324000198||209321233|2414308||RUA MAJOR CAZUZA|SN||CENTRO|
|0150|2029666|MERCADINHO VEM QUE TEM|1058|10600406000180||201471744|2402006||AV DR RUI MARIZ|SN||BOA PASSAGEM|
|0150|30001657|MERCADINHO SAO PAULO|1058|12624246000101||203830389|2405702||RUA ANTONIO MATIAS DE AZEVEDO|SN||ALTO DA BELA VISTA|
|0150|30002297|MERCADINHO PADRE CARLOS|1058|12221112000125||204596954|2405603||RUA FRANCISCO SOLON||SC|CENTRO|
|0150|30002372|MERCADINHO ALICIA|1058|13038680000116||204054503|2414308||RUA PAULINO BATISTA DE ARAUJO|SN||CENTRO|
|0150|30002392|MERCADINHO MATIAS|1058|17172521000136||207797974|2413409||RUA CORONEL CLEMENTINO MONTEIRO DE FARIA|SN|SC|CENTRO|
|0150|30002395|MERCADINHO CARIOCA|1058|17274742000105||207774775|2411809||RUA CAP JOSE INACIO|SN||A|
|0150|30002431|PADARIA E MERCADINHO SAO JOSE|1058|17075750000167||207652560|2402006||PRACA DR JOSE AUGUSTO|SN||CENTRO|
|0150|30002438|SUINOCULTORES ENCANTO|1058|89993239000183||030611605|4306809||RUA GUERINO LUCCA|SN||CENTRO|
|0150|30002660|MERCADINHO TODOS OS SANTOS|1058|14046160000131||206757573|2402006||RUA PRESIDENTE WENCESLAU BRAZ|SN||BOA PASSAGEM|
|0150|30002790|JOSE DA SILVA|1058||70406964468||2403004||RUA ANA ELOISA DE MEDEIROS|SN||CENTRO|
|0150|30002949|MERCADINHO AVENIDA|1058|19996269000119||200406047|2402006||RUA DANIEL DUARTE DINIZ||SC|BARRA NOVA|
|0150|30003101|MERCADINHO FABIO|1058|16668986000174||207463645|2402006||AV MANOEL GONCALVES DE MELO|SN||BARRA NOVA|
|0150|30003234|LATICINIO ENTRELINHAS|1058|64143031000107||117132114|3550308||RUA POTSDAM||SC|VILA HAMBURGUESA|
|0150|30003407|MERCADINHO POPULAR|1058|08186761000181||200168617|2405702||R ANTONIO DA CUNHA LIMA|SN||CENTRO|
|0150|30126338|MERCADINHO FONTES|1058|12621116000148||203842489|2403806||RUA INACIO ARAUJO|||FLORES|
|0150|30126797|MERCADINHO PERNAMBUCANO|1058|08187271000104||200680867|2402006||R. CICERO ROMAO DE OLIVEIRA|SN||WALFREDO GURGEL GURGEL|
|0150|30127251|MERCADINHO BARRACAO|1058|11116761000160||202944492|2403004||R. HELOISA DE MEDEIROS|SN||CENTRO|
|0150|30127887|MERCADINHO S PEDRO|1058|10008080000120||202579750|2400109||RUA AURELIO PIRES|SN||LUIZ GONZAGA|
